"id","forklift_id","tanggal","pekerjaan","recommendation","next_pm","report_no","scanned_document","created_at","updated_at","deleted_at"
"2232","45","2024-02-06","<p>service alternator [pakai alternator punya ps186 yg ada di workshop] dan ganti belting kipas 47</p>",NULL,NULL,"114",NULL,"2024-12-27 07:56:55","2024-12-27 07:56:55",NULL
"2233","45","2024-02-05","<p>ganti selenoid injection pump,tambah oli mesin 1liter</p>",NULL,NULL,"113",NULL,"2024-12-27 07:56:55","2024-12-27 07:56:55",NULL
"2234","21","2024-02-05","<p>pm, oli mesin, filter oli, filter solar,fuse 30A 1pc, stel hand breake.</p>",NULL,NULL,"112",NULL,"2024-12-27 07:56:55","2024-12-27 07:56:55",NULL
"2235","64","2024-02-05","<p>forklift ada kebocoran oli   1.ganti seal valve cover x1 2.ganti seal kit hydraulic pump x1 3.o ring control valve transmission x8pcs 4. hose vapor cover valve 5. waterpump set x1 6. fan belt 47 x1 7. adjust hand brake x1</p>",NULL,NULL,"111",NULL,"2024-12-27 07:56:55","2024-12-27 07:56:55",NULL
"2236","51","2024-02-02","<p>stel rem, cek kampas rem masih tebal.</p>",NULL,NULL,"110",NULL,"2024-12-27 07:56:56","2024-12-27 07:56:56",NULL
"2237","19","2024-02-02","<p>selesai paintig</p>",NULL,NULL,"109",NULL,"2024-12-27 07:56:56","2024-12-27 07:56:56",NULL
"2238","81","2024-02-01","<p>Replace handle F/R (cancelled, barang salah)</p>",NULL,NULL,"108",NULL,"2024-12-27 07:56:56","2024-12-27 07:56:56",NULL
"2239","62","2024-01-31","<p>PM Rec : 1. hand fuel pump 2. brake master x1 3. brake wheel x2 4. brake shoe x4 5. bulb 1pin x2 6. hose cooler ATF</p>",NULL,NULL,"107",NULL,"2024-12-27 07:56:56","2024-12-27 07:56:56",NULL
"2240","61","2024-01-31","<p>PM Rec : 1. hose lifting (control valve to main lift pipe) 2. sw lampu rem</p>",NULL,NULL,"106",NULL,"2024-12-27 07:56:56","2024-12-27 07:56:56",NULL
"2241","59","2024-01-31","<p>PM</p>",NULL,NULL,"105",NULL,"2024-12-27 07:56:56","2024-12-27 07:56:56",NULL
"2242","82","2024-02-01","<p>service pm ganti oli mesin,filter oli,filter solar,filter udara dan bersihkan filter tanki solar</p>",NULL,NULL,"104",NULL,"2024-12-27 07:56:57","2024-12-27 07:56:57",NULL
"2243","64","2024-01-31","<p>pm, oli mesin, filter oli, filter solar, saringan udara, recomend water pump bocor, pompa hydrolic bocor, karet cpver klep bocor, seal, valve transmisi bocor, ban  belakang gundul.</p>",NULL,NULL,"103",NULL,"2024-12-27 07:56:57","2024-12-27 07:56:57",NULL
"2244","20","2024-01-31","<p>pm, oli mesin 8ltr, filter oli 1pc, filter solar 1pc, saringan udara 1pc, recomend lampu rotary mati, ban belakang sudah gundul</p>",NULL,NULL,"102",NULL,"2024-12-27 07:56:57","2024-12-27 07:56:57",NULL
"2245","7","2024-01-31","<p>ganti starter, ganti kunci kontak, oli mesin 8ltr, filter oli 1pc, filter solar 1pc, saringan udara 1pc.</p>",NULL,NULL,"101",NULL,"2024-12-27 07:56:57","2024-12-27 07:56:57",NULL
"2246","60","2024-01-30","<p>sevice pm ganti oli mesin,gsnti filter solar ori,ganti filter oli ori</p>",NULL,NULL,"100",NULL,"2024-12-27 07:56:57","2024-12-27 07:56:57",NULL
"2247","30","2024-01-30","<p>ganti lock garpu 1pc, ganti hose side shif 2pc dan setel rem</p>",NULL,NULL,"99",NULL,"2024-12-27 07:56:57","2024-12-27 07:56:57",NULL
"2248","9","2024-01-29","<p>stel rem, recomend per pedsl kopling patah.</p>",NULL,NULL,"98",NULL,"2024-12-27 07:56:57","2024-12-27 07:56:57",NULL
"2249","17","2024-01-29","<p>ganti sambungan rantai mast</p>",NULL,NULL,"97",NULL,"2024-12-27 07:56:57","2024-12-27 07:56:57",NULL
"2250","3","2024-01-29","<p>ganti aki.</p>",NULL,NULL,"96",NULL,"2024-12-27 07:56:57","2024-12-27 07:56:57",NULL
"2251","25","2024-01-27","<p>gannti hosse side shift 1pc</p>",NULL,NULL,"95",NULL,"2024-12-27 07:56:58","2024-12-27 07:56:58",NULL
"2252","64","2024-01-26","<p>ganti karet cover klep, saringan udara, recomend pemanas mati.</p>",NULL,NULL,"94",NULL,"2024-12-27 07:56:58","2024-12-27 07:56:58",NULL
"2253","24","2024-01-23","<p>selesai painting</p>",NULL,NULL,"93",NULL,"2024-12-27 07:56:58","2024-12-27 07:56:58",NULL
"2254","85","2024-01-24","<p>PM 1. oli 8L 2. filter oli 3. filter solar 4. filter udara 5. filter tank solar 6. adjust brake</p>",NULL,NULL,"92",NULL,"2024-12-27 07:56:58","2024-12-27 07:56:58",NULL
"2255","14","2024-01-26","<p>laporan rem kurang pakem 1. cleaning brake 2. adjust brake 3. ganti seal as roda depan</p>",NULL,NULL,"91",NULL,"2024-12-27 07:56:58","2024-12-27 07:56:58",NULL
"2256","2","2024-01-25","<p>pm, oli mesin, filter oli, filter solar.</p>",NULL,NULL,"90",NULL,"2024-12-27 07:56:58","2024-12-27 07:56:58",NULL
"2257","4","2024-01-24","<p>pm, oli mesin, filter oli, filter solar, bola lampu rem 1pc.</p>",NULL,NULL,"89",NULL,"2024-12-27 07:56:58","2024-12-27 07:56:58",NULL
"2258","3","2024-01-24","<p>pm, oli mesin, filter oli, filter solar, oli hydrolic 3ltr, bola lampu rem 1pc, o-ring conector power steering 2pc, recomend, rumah lampu sebelah kanan rusak, pemanas tak hidup.</p>",NULL,NULL,"88",NULL,"2024-12-27 07:56:58","2024-12-27 07:56:58",NULL
"2259","6","2024-01-24","<p>om, oli mesin, filter oli, filter solar, bola l,ampu depan H3 1PC. recomend karet cover klep bocor, apr expired bulan 2.</p>",NULL,NULL,"87",NULL,"2024-12-27 07:56:58","2024-12-27 07:56:58",NULL
"2260","1","2024-01-24","<p>pm, oi mesin, filter oli, recomend  side shift bocor, inching transmisi rembes.</p>",NULL,NULL,"86",NULL,"2024-12-27 07:56:59","2024-12-27 07:56:59",NULL
"2261","5","2024-01-24","<p>PM, oli mesin, filter oli, filter solar, recomend ban belakang gundul.</p>",NULL,NULL,"85",NULL,"2024-12-27 07:56:59","2024-12-27 07:56:59",NULL
"2262","81","2024-01-24","<p>laporan adan kebocoran oli steering bocor</p>",NULL,NULL,"84",NULL,"2024-12-27 07:56:59","2024-12-27 07:56:59",NULL
"2263","90","2024-01-24","<p>ganti ban depan 700-12 x2pcs recommend : 1. steering pin and bush x4 2. plate bearing bracket mast x4 3. radiator service x1 4. clutch pedal spring x1 5. main lift sealkit x1</p>",NULL,NULL,"83",NULL,"2024-12-27 07:56:59","2024-12-27 07:56:59",NULL
"2264","54","2024-01-23","<p>pasang bearing mast dan stel rantai mast</p>",NULL,NULL,"82",NULL,"2024-12-27 07:56:59","2024-12-27 07:56:59",NULL
"2265","1","2024-01-22","<p>1. ganti fuel pump 2. ganti filter</p>",NULL,NULL,"81",NULL,"2024-12-27 07:56:59","2024-12-27 07:56:59",NULL
"2266","51","2024-01-19","<p>ganti hand fuel pump 1pc</p>",NULL,NULL,"80",NULL,"2024-12-27 07:56:59","2024-12-27 07:56:59",NULL
"2267","4","2024-01-19","<p>1. las tabung tit cylinder sebelah kiri. 2. oring conector transmisi 1pc 3. tambah oli hydrolic 2ltr.""</p>",NULL,NULL,"79",NULL,"2024-12-27 07:56:59","2024-12-27 07:56:59",NULL
"2268","4","2024-01-18","<p>bongkar tilt cylinder, tabungnya bocor.</p>",NULL,NULL,"78",NULL,"2024-12-27 07:56:59","2024-12-27 07:56:59",NULL
"2269","38","2024-01-18","<p>1. ganti rumah lampu depan sebelah kanan 1pc. 2. fuse lampu depan 15ampere 1pc.""</p>",NULL,NULL,"77",NULL,"2024-12-27 07:57:00","2024-12-27 07:57:00",NULL
"2270","22","2024-01-17","<p>axle pedal gas di ambil untuk pasang ke ps 654 di alco""</p>",NULL,NULL,"76",NULL,"2024-12-27 07:57:00","2024-12-27 07:57:00",NULL
"2271","9","2024-01-17","<p>ganti axle pedal gas, recomend ;  1. pompa hydrolic bocor. 2. per pedal kopling patah. 3. stel rem.</p>",NULL,NULL,"75",NULL,"2024-12-27 07:57:00","2024-12-27 07:57:00",NULL
"2272","45","2024-01-16","<p>check forklift, baut handle control valve lepas</p>",NULL,NULL,"74",NULL,"2024-12-27 07:57:00","2024-12-27 07:57:00",NULL
"2273","51","2024-01-16","<p>kuras tanki solar, ganti flter solar, recomend pompa solar rusak</p>",NULL,NULL,"73",NULL,"2024-12-27 07:57:00","2024-12-27 07:57:00",NULL
"2274","79","2024-01-16","<p>ganti switch lampu rem</p>",NULL,NULL,"72",NULL,"2024-12-27 07:57:00","2024-12-27 07:57:00",NULL
"2275","13","2024-01-16","<p>laporan forklift tidak bisa start  1. ganti batrai  2. repair klakson</p>",NULL,NULL,"71",NULL,"2024-12-27 07:57:00","2024-12-27 07:57:00",NULL
"2276","64","2024-01-15","<p>check forklift, laporan forklift tidak bisa naik tinggi.  oli hidrolik kurang , isi oli hiirolik 15L (PS), 15L (Oli astoria)  recommend 1. hose steering cylinder 2pcs 2. hose power hydraulic pump to control valve 3.sealkit steering cylinder 1set 4.o ring connector hydraulic pump</p>",NULL,NULL,"70",NULL,"2024-12-27 07:57:00","2024-12-27 07:57:00",NULL
"2277","55","2024-01-14","<p>service pm ganti filter solar,filter oli,filter udara,oli mesin 15ltr,oli hydrolik 20ltr.dan ganti baut exhaus</p>",NULL,NULL,"69",NULL,"2024-12-27 07:57:01","2024-12-27 07:57:01",NULL
"2278","43","2024-01-12","<p>cleaning internal transmision parts</p>",NULL,NULL,"68",NULL,"2024-12-27 07:57:01","2024-12-27 07:57:01",NULL
"2279","64","2024-01-11","<p>pm,  oli mesin, filter oli, filter solar.  recomend karet cover clep bocor, ban belakang sudah gundul, saringan udara</p>",NULL,NULL,"67",NULL,"2024-12-27 07:57:01","2024-12-27 07:57:01",NULL
"2280","43","2024-01-11","<p>bongkar transmisi dan cleaning</p>",NULL,NULL,"66",NULL,"2024-12-27 07:57:01","2024-12-27 07:57:01",NULL
"2281","43","2024-01-10","<p>mulai pengangkatan transmisi , transmisi repair</p>",NULL,NULL,"65",NULL,"2024-12-27 07:57:01","2024-12-27 07:57:01",NULL
"2282","17","2024-01-09","<p>laporan forklift tidak bisa start, ganti fuse 30A</p>",NULL,NULL,"64",NULL,"2024-12-27 07:57:01","2024-12-27 07:57:01",NULL
"2283","85","2024-01-08","<p>cek forklift stater beratt</p>",NULL,NULL,"63",NULL,"2024-12-27 07:57:01","2024-12-27 07:57:01",NULL
"2284","3","2024-01-08","<p>ganti dinamo stater</p>",NULL,NULL,"62",NULL,"2024-12-27 07:57:01","2024-12-27 07:57:01",NULL
"2285","32","2024-01-06","<p>Ganti flter oli</p>",NULL,NULL,"61",NULL,"2024-12-27 07:57:01","2024-12-27 07:57:01",NULL
"2286","19","2024-01-08","<p>1. ganti lampu strobe light (led model) 2. ganti lock garpu 1pc</p>",NULL,NULL,"60",NULL,"2024-12-27 07:57:01","2024-12-27 07:57:01",NULL
"2287","19","2024-01-06","<p>Repair wiring dan instalasi lampu, install fuse dan relay safety</p>",NULL,NULL,"59",NULL,"2024-12-27 07:57:02","2024-12-27 07:57:02",NULL
"2288","47","2024-01-06","<p>Pm, oli mesin, filter oli, filter solar, saringan udara ganti aki bekas dari workshop, recomend cylinder steering bocor, kabin patah, seal transmisi bocor.</p>",NULL,NULL,"58",NULL,"2024-12-27 07:57:02","2024-12-27 07:57:02",NULL
"2289","37","2024-01-06","<p>Cuci radiator dan ganti tutup radiator</p>",NULL,NULL,"57",NULL,"2024-12-27 07:57:02","2024-12-27 07:57:02",NULL
"2290","37","2024-01-05","<p>Ganti seal kit cylinder steering sebelah kanan, cuman seal oli nya saja yang diganti, o-ring conector control valve.</p>",NULL,NULL,"56",NULL,"2024-12-27 07:57:02","2024-12-27 07:57:02",NULL
"2291","24","2024-01-05","<p>Potong rantai 1 mata , dan Isi oli gardan 4L</p>",NULL,NULL,"55",NULL,"2024-12-27 07:57:02","2024-12-27 07:57:02",NULL
"2292","24","2024-01-04","<p>Ganti kuningan klakson,ganti fuel pamp dn fuel filter,ganti swich rem</p>",NULL,NULL,"54",NULL,"2024-12-27 07:57:02","2024-12-27 07:57:02",NULL
"2293","38","2024-01-04","<p>Ganti ban belakang, ganti lampu depan sebelah kanan, fuse 15A</p>",NULL,NULL,"53",NULL,"2024-12-27 07:57:02","2024-12-27 07:57:02",NULL
"2294","30","2024-01-04","<p>Hose keluar dari rol, recomend ganti hose side shift panjang 250cm, ban depan koyak.</p>",NULL,NULL,"52",NULL,"2024-12-27 07:57:02","2024-12-27 07:57:02",NULL
"2295","61","2024-01-03","<p>Ganti mounting engine,mounting transmisi,swich oli dan repair wire alternator</p>",NULL,NULL,"51",NULL,"2024-12-27 07:57:03","2024-12-27 07:57:03",NULL
"2296","84","2024-01-03","<p>Hose tilt bocor, ganti hose</p>",NULL,NULL,"50",NULL,"2024-12-27 07:57:03","2024-12-27 07:57:03",NULL
"2297","25","2024-01-02","<p>Lampu rotary, lampu depan, swich rem, ban belakkang, per pedal kopling.</p>",NULL,NULL,"49",NULL,"2024-12-27 07:57:03","2024-12-27 07:57:03",NULL
"2298","24","2024-01-02","<p>Repair control valve hidrolik , ganti sealkit fullset</p>",NULL,NULL,"48",NULL,"2024-12-27 07:57:03","2024-12-27 07:57:03",NULL
"2299","13","2024-01-02","<p>PM , rec : axle bush 2pcs, spion 2pcs, pin klakson 2pcs, strobe light 1pc, switch rem 1pc, apar expired</p>",NULL,NULL,"47",NULL,"2024-12-27 07:57:03","2024-12-27 07:57:03",NULL
"2300","12","2024-01-02","<p>Ganti socket altenator</p>",NULL,NULL,"46",NULL,"2024-12-27 07:57:03","2024-12-27 07:57:03",NULL
"2301","2","2023-12-30","<p>Ganti dinamo starter</p>",NULL,NULL,"45",NULL,"2024-12-27 07:57:03","2024-12-27 07:57:03",NULL
"2302","15","2023-12-30","<p>PM</p>",NULL,NULL,"44",NULL,"2024-12-27 07:57:03","2024-12-27 07:57:03",NULL
"2303","16","2023-12-30","<p>PM , rec hose cooler atf</p>",NULL,NULL,"43",NULL,"2024-12-27 07:57:03","2024-12-27 07:57:03",NULL
"2304","60","2023-12-30","<p>Pm, oli mesin, filter oli, filter solar, recomend lampu rotary mati, ban belakang gundul</p>",NULL,NULL,"42",NULL,"2024-12-27 07:57:04","2024-12-27 07:57:04",NULL
"2305","9","2023-12-29","<p>Pm, oli mesin, filter oli, filter solar, swich rem, bola lampu.</p>",NULL,NULL,"41",NULL,"2024-12-27 07:57:04","2024-12-27 07:57:04",NULL
"2306","25","2023-12-29","<p>Pm, oli mesin, filter oli, filter solar, recomend lapu depan mati, sich rem putus, lampu rotary mati,ban belakang gundul.</p>",NULL,NULL,"40",NULL,"2024-12-27 07:57:04","2024-12-27 07:57:04",NULL
"2307","8","2023-12-29","<p>Pm, oli mesin, filter oli, filter solar, pindahkan posisi apar dan rotary, recomend per pedal kopling patah.</p>",NULL,NULL,"39",NULL,"2024-12-27 07:57:04","2024-12-27 07:57:04",NULL
"2308","11","2023-12-29","<p>Pm, oli mesin, filter oli, filter solar, stel rem, recomend ban belakang gundul, cylinder steering bocor, power steering bocor, main cylinder bocor.</p>",NULL,NULL,"38",NULL,"2024-12-27 07:57:04","2024-12-27 07:57:04",NULL
"2309","14","2023-12-29","<p>Pm, oli mesin, filter oli, filter solar, recomend karet cover klep bocor.</p>",NULL,NULL,"37",NULL,"2024-12-27 07:57:04","2024-12-27 07:57:04",NULL
"2310","10","2023-12-29","<p>Pm, oli mesin, filter oli, filter solar, recomend saringan udara</p>",NULL,NULL,"36",NULL,"2024-12-27 07:57:04","2024-12-27 07:57:04",NULL
"2311","7","2023-12-29","<p>Install safety relay and fuse bluelight FF</p>",NULL,NULL,"35",NULL,"2024-12-27 07:57:04","2024-12-27 07:57:04",NULL
"2312","17","2023-12-29","<p>Check forklift susah start , starter berat repair starter.</p>",NULL,NULL,"34",NULL,"2024-12-27 07:57:04","2024-12-27 07:57:04",NULL
"2313","61","2023-12-28","<p>Passang pipa main lift cylinder</p>",NULL,NULL,"33",NULL,"2024-12-27 07:57:05","2024-12-27 07:57:05",NULL
"2314","82","2023-12-28","<p>Install transmisi, tambah plate bearing mast 4pcs, gant switch oil mesin, ganti seal crankshaft (RR)</p>",NULL,NULL,"32",NULL,"2024-12-27 07:57:05","2024-12-27 07:57:05",NULL
"2315","60","2023-12-27","<p>Ganti bola lampu depan 1pc</p>",NULL,NULL,"31",NULL,"2024-12-27 07:57:05","2024-12-27 07:57:05",NULL
"2316","59","2023-12-27","<p>Ganti ban depan,ban belakang dan kaca spion dan velg depan 1pc</p>",NULL,NULL,"30",NULL,"2024-12-27 07:57:05","2024-12-27 07:57:05",NULL
"2317","18","2023-12-27","<p>Laporan forklift tidak kuat start : altenator housing rusak , repair cable konektor altenator</p>",NULL,NULL,"29",NULL,"2024-12-27 07:57:05","2024-12-27 07:57:05",NULL
"2318","82","2023-12-27","<p>Repair transmisi di workshop , ganti sealkit in dan out, paking, seal inching, paking control valve, oring-socket solenoid</p>",NULL,NULL,"28",NULL,"2024-12-27 07:57:05","2024-12-27 07:57:05",NULL
"2319","14","2023-12-26","<p>Ganti bulb strobe light, ganti lampu belakang (LH) , adjust brake & park brake, tambah minyak rem</p>",NULL,NULL,"27",NULL,"2024-12-27 07:57:05","2024-12-27 07:57:05",NULL
"2320","59","2023-12-26","<p>Instal dan pasang tombol klakson</p>",NULL,NULL,"26",NULL,"2024-12-27 07:57:05","2024-12-27 07:57:05",NULL
"2321","61","2023-12-26","<p>Buka pipa main cylinder.</p>",NULL,NULL,"25",NULL,"2024-12-27 07:57:05","2024-12-27 07:57:05",NULL
"2322","64","2023-12-23","<p>Pm, filter oli, filter solar, saringan udara, oli mesin</p>",NULL,NULL,"24",NULL,"2024-12-27 07:57:06","2024-12-27 07:57:06",NULL
"2323","11","2023-12-26","<p>Forklift tidak bisa start, ganti altenator (dari ps186) gati socket altenator, repair cable heater.</p>",NULL,NULL,"23",NULL,"2024-12-27 07:57:06","2024-12-27 07:57:06",NULL
"2324","64","2023-12-23","<p>Pasang seat bealt.</p>",NULL,NULL,"22",NULL,"2024-12-27 07:57:06","2024-12-27 07:57:06",NULL
"2325","17","2023-12-22","<p>Cek forklift</p>",NULL,NULL,"21",NULL,"2024-12-27 07:57:06","2024-12-27 07:57:06",NULL
"2326","21","2023-12-22","<p>Pm, ganti oli, filter solar, filter oli, saringan udara water pump.""</p>",NULL,NULL,"20",NULL,"2024-12-27 07:57:06","2024-12-27 07:57:06",NULL
"2327","37","2023-12-21","<p>Stel rem,instal kabel lampu belakang, tap nepel grease tie rod steering, oli hydrolic 2ltr, oli mesin 2ltr, nepel grease 2pc, cuci forklift</p>",NULL,NULL,"19",NULL,"2024-12-27 07:57:06","2024-12-27 07:57:06",NULL
"2328","24","2023-12-21","<p>REAPER FORKLIFT, Teflon side shift 2pc, conector alternator 1pc, o-ring conector cooler transmisi dan hose 2pc, reaper knalpot, ban belakang 2pc, breake wheel sebelah kiri 1pc, kuras tanki.</p>",NULL,NULL,"18",NULL,"2024-12-27 07:57:06","2024-12-27 07:57:06",NULL
"2329","55","2023-12-21","<p>Cek forklift tcm 10 ton</p>",NULL,NULL,"17",NULL,"2024-12-27 07:57:06","2024-12-27 07:57:06",NULL
"2330","10","2023-12-20","<p>Kuras tanki solar, ganti filter solar</p>",NULL,NULL,"16",NULL,"2024-12-27 07:57:07","2024-12-27 07:57:07",NULL
"2331","12","2023-12-20","<p>Adjust rantai mast repair lcd hourmeter, ganti bohlam rem LH 1pc</p>",NULL,NULL,"15",NULL,"2024-12-27 07:57:07","2024-12-27 07:57:07",NULL
"2332","4","2023-12-20","<p>Pm, filter oli, filter solar, saringan udara, bola lampu rem, stel bealting, oli mesin.</p>",NULL,NULL,"14",NULL,"2024-12-27 07:57:07","2024-12-27 07:57:07",NULL
"2333","24","2023-12-20","<p>Bersihkan mast dan ganti teflon sideshift</p>",NULL,NULL,"13",NULL,"2024-12-27 07:57:07","2024-12-27 07:57:07",NULL
"2334","20","2023-12-20","<p>Laporan user rem dalam :  setel rem</p>",NULL,NULL,"12",NULL,"2024-12-27 07:57:07","2024-12-27 07:57:07",NULL
"2335","2","2023-12-19","<p>Pm, filter oli, filter solar, saringan udara, stel bealting, oli mesin, recomend ; baut carter oli dol</p>",NULL,NULL,"11",NULL,"2024-12-27 07:57:07","2024-12-27 07:57:07",NULL
"2336","3","2023-12-19","<p>Pm, filter oli, filter solar, saringan udara, stel bealting, oli mesi. recomend ; pemanas tak hidup.</p>",NULL,NULL,"10",NULL,"2024-12-27 07:57:07","2024-12-27 07:57:07",NULL
"2337","5","2023-12-19","<p>Pm, oli mesin, filter oli, filter solar,saringan udara,bola lmpu mundur. ; recomend ban belakang sudah gundul</p>",NULL,NULL,"9",NULL,"2024-12-27 07:57:07","2024-12-27 07:57:07",NULL
"2338","6","2023-12-19","<p>Pm, oli mesin, filter oli, filter solar, stel bealting</p>",NULL,NULL,"8",NULL,"2024-12-27 07:57:07","2024-12-27 07:57:07",NULL
"2339","1","2023-12-19","<p>Pm, oli mesin, filter oli, filter solar. ; recomend apar sudah habis masa pakai</p>",NULL,NULL,"7",NULL,"2024-12-27 07:57:08","2024-12-27 07:57:08",NULL
"2340","24","2023-12-19","<p>Las rel bearing mast,ganti o-rng conector main cylinder</p>",NULL,NULL,"6",NULL,"2024-12-27 07:57:08","2024-12-27 07:57:08",NULL
"2341","12","2023-12-19","<p>Repair drat dudukan baut starter (atas , drat recoil) , isi ulang oli i hidrolik 3L</p>",NULL,NULL,"5",NULL,"2024-12-27 07:57:08","2024-12-27 07:57:08",NULL
"2342","59","2023-12-19","<p>Cek klakson forklift</p>",NULL,NULL,"4",NULL,"2024-12-27 07:57:08","2024-12-27 07:57:08",NULL
"2343","19","2023-12-18","<p>Ganti bearing king pin (RH)</p>",NULL,NULL,"3",NULL,"2024-12-27 07:57:08","2024-12-27 07:57:08",NULL
"2344","46","2023-12-18","<p>PM dan belting putus</p>",NULL,NULL,"2",NULL,"2024-12-27 07:57:08","2024-12-27 07:57:08",NULL
"2345","11","2023-12-18","<p>forklift Ada kebocoran oli : ganti switch oli, ganti sealkit main lift cylinder</p>",NULL,NULL,"1",NULL,"2024-12-27 07:57:08","2024-12-27 07:57:08",NULL
"2346","91","2024-12-27","<p>ketatin hose hydrolic, oli hydrolic 5ltr</p>","<ul><li>king pin sebelah kiri 1set</li><li>pin steering 4pc</li><li>bushing pin stering 4pc</li><li>cylinder steering 1set</li><li>ban belakang gundul 2pc.</li></ul>",NULL,"26910",NULL,"2024-12-27 08:19:15","2024-12-27 08:19:15",NULL
"2347","131","2024-12-27","<p>Preventive Maintenance</p>","<ul><li>Strobe Light</li><li>Ban Belakang 2pcs</li></ul>","2025-02-27","27012",NULL,"2024-12-27 08:22:01","2024-12-27 08:22:01",NULL
"2348","173","2024-12-27","<p>Preventive Maintenance</p>","<ul><li>Guide Wheel</li></ul>","2025-02-27","27013",NULL,"2024-12-27 08:23:06","2024-12-27 08:23:06",NULL
"2349","179","2024-12-27","<p>Preventive Maintenance</p>","<ul><li>Guide Wheel Belakang 2pcs</li><li>Guide Wheel Depan 2pcs</li><li>Sensor Rail 2set</li><li>Pemadam Api</li></ul>","2025-02-27","27014",NULL,"2024-12-27 08:25:11","2024-12-27 08:25:11",NULL
"2350","30","2024-12-23","<ul><li>repair kabel alternator</li><li>new battery</li><li>kepala aki 1pc</li></ul>",NULL,NULL,"26936",NULL,"2024-12-27 08:31:13","2024-12-27 08:31:13",NULL
"2351","8","2024-12-27","<p>isi oli mesin 3L</p>","<ul><li>seal crankshaft&nbsp;</li><li>seal steering</li><li>seal inching</li><li>seal hydraulic pum</li><li>engine mount</li><li>transmission mount</li></ul>",NULL,"NOREPORT",NULL,"2024-12-27 08:52:58","2024-12-27 08:54:33",NULL
"2352","5","2024-12-27","<p>ganti pegas kopling</p>",NULL,NULL,"27996",NULL,"2024-12-27 08:56:22","2024-12-27 08:56:22",NULL
"2353","25","2024-12-27","<p>pasang tilt 2pcs dari ps484</p>",NULL,NULL,"26995",NULL,"2024-12-27 08:57:21","2024-12-27 08:57:21",NULL
"2354","1","2024-12-27","<p>test input</p>","<p>test input</p>","2025-01-27","TEST INPUT",NULL,"2024-12-27 09:08:31","2024-12-27 09:20:34","2024-12-27 09:20:34"
"2355","1","2024-12-27","<p>test 2</p>","<p>test 3</p>","2025-01-27","TEST1",NULL,"2024-12-27 09:20:54","2024-12-31 10:21:00","2024-12-31 10:21:00"
"2356","208","2024-12-30","<ul><li>Antar dan Pasang Batteray 48V</li><li>Ganti Ban Depan&nbsp;</li></ul>",NULL,NULL,"27015",NULL,"2024-12-30 08:20:28","2024-12-30 08:20:28",NULL
"2357","1","2024-12-30","<p>gantti salkit mainlift cylinder 1set.</p><p>ganti teflon side shift 2pc.</p>",NULL,NULL,NULL,NULL,"2024-12-30 08:38:24","2024-12-30 08:38:24",NULL
"2358","18","2024-12-30","<p>pasang ruber fork .</p>",NULL,NULL,"26937",NULL,"2024-12-30 09:42:02","2024-12-30 09:44:25",NULL
"2359","55","2024-12-30","<ul><li>ganti baut roda depan (10 pc)</li><li>ganti velg depan ( 1 pc)</li></ul>",NULL,NULL,"26938",NULL,"2024-12-30 09:48:17","2025-01-02 10:48:43",NULL
"2360","14","2024-12-31","<p>check forklift laporan forklift side shift berat</p><p>grease side shift</p>","<ul><li>karet control vale luar 4pcs</li><li>pm due</li></ul>",NULL,NULL,NULL,"2024-12-31 10:20:44","2024-12-31 10:20:44",NULL
"2361","69","2025-01-02","<ul><li>PM</li></ul>","<ul><li>Strobe Light Genuine x1</li></ul>","2025-02-02",NULL,NULL,"2025-01-02 16:09:31","2025-03-06 14:49:39",NULL
"2362","8","2025-01-02","<p>kembali ke workshop</p>",NULL,NULL,NULL,NULL,"2025-01-02 16:48:52","2025-01-02 16:48:52",NULL
"2363","11","2025-01-03","<p>1. ganti spring pedal kopling 1pc</p><p>2. ganti inching kabel 1 pc</p><p>3. ganti tembaga tombol klakson 2 pc</p>","<p>1. sealkit main lift cylinder 1 set</p><p>2. sealkit cylinder steering 1 set</p>",NULL,"26939",NULL,"2025-01-03 13:42:18","2025-01-03 13:42:18",NULL
"2364","10","2024-12-30","<ul><li>ganti sealkit mainlift cyinder steering 1set.</li><li>tefllon side shift 2pc.</li></ul>",NULL,NULL,"26902",NULL,"2025-01-03 15:17:10","2025-01-03 15:17:10",NULL
"2365","37","2024-12-31","<ul><li>ganti pipa minyak rem sebelah kanan 1pc.</li><li>oli hydrolic 15ltr.</li></ul>",NULL,NULL,"27031",NULL,"2025-01-03 15:18:52","2025-01-03 15:18:52",NULL
"2366","1","2025-01-02","<ul><li>pm.</li><li>oli mesin 8ltr.</li><li>filter oli 1pc.</li><li>filter solar 1pc.</li><li>tambah air radiator</li><li>cek nozle bocor.</li></ul>",NULL,NULL,"27032",NULL,"2025-01-03 15:21:11","2025-01-03 15:21:11",NULL
"2367","19","2025-01-02","<ul><li>pm.</li><li>oli mesin 8ltr.</li><li>filter oli 1pc.</li><li>filter solar 1pc.</li></ul><p><br></p>","<ul><li>lampu depan mati 2pc.</li><li>ban belakang gundul 2pc.</li></ul>",NULL,"27033",NULL,"2025-01-03 15:23:26","2025-01-03 15:23:26",NULL
"2368","6","2025-01-02","<ul><li>pm.</li><li>oli mesin 8ltr.</li><li>filter oli.</li><li>filter solar 1pc</li></ul>","<ul><li>bearing king pin rusak.</li></ul>",NULL,"27034",NULL,"2025-01-03 15:25:33","2025-01-03 15:25:33",NULL
